who,color,heading,xcor,ycor,shape,label,label-color,breed,hidden?,size,pen-size,pen-mode,total_market_value,structure_value,sq.ft.,damage_pct_10y,damage_pct_100y,cost_to_personal_property_10y,cost_to_personal_property_100y,latitude,longitude,elevation,stories,basement,inundation_10y,inundation_100y,future_loss,future_benefit,mot_year,ori_year,ori_moved?,nearhouse,move,normal_inf?,poor_inf?,s_prime,moved?,cnear,nbpast_move
4681,29,277,-559.0113818,680.6052178,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",498000,369000,1800,0,0,0,0,40.629407,-73.929725,6.1,2,"""""",0,0,2.73E+08,0,1,1,TRUE,{turtles 343 4874 3010 5181 3252 2172 3412 5805 3667 3271},0,FALSE,FALSE,-842802.6004,TRUE,0,2
4682,29,112,-584.6237759,578.2502392,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",451000,308000,2333,0,0,0,0,40.620751,-73.931891,5.1,2,"""""",0,0,2.57E+08,0,1,1,TRUE,{turtles 2605 4227 2022 2142 1647 5049 721 3424 4347 4325},0,FALSE,FALSE,-881509.7154,TRUE,0,2
4683,29,271,-556.5991341,611.8798093,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",528000,372000,2600,0,0.152,0,7207,40.623595,-73.929521,4.6,2,"""""",0,4,2.83E+08,0,1,1,TRUE,{turtles 1508 5661 763 1911 1794 303 3816 991 833 5832},0,FALSE,FALSE,-818095.9313,TRUE,0,2
4684,39,221,-437.7959375,578.4867341,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",759000,562000,4652,0,0.209,0,43001,40.620771,-73.919474,4.3,2,"""""",0,15,3.62E+08,0,1,1,TRUE,{turtles 1942 3591 3485 3911 4169 3070 5288 3508 5292 5138},0,FALSE,FALSE,-627854.5788,TRUE,0,2
4685,39,140,-600.1023649,492.7573447,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",620000,408000,2400,0,0.152,0,20624,40.613521,-73.9332,4.5,2,"""""",0,8,3.14E+08,0,1,1,TRUE,{turtles 1092 3089 2685 4589 2896 1767 2333 1512 2214 3609},0,FALSE,FALSE,-742328.8125,TRUE,0,2
4686,29,305,-366.8711268,536.4615962,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",529000,365000,2300,0.314,0.449,50000,50000,40.617217,-73.913476,2.8,2.5,"""""",46,75,2.83E+08,0,1,1,TRUE,{turtles 660 4849 2016 284 230 1394 239 5844 2655 1234},0,FALSE,FALSE,-817272.3756,TRUE,0,2
4687,19,230,-224.1346497,877.9956587,"""circle""","""""",9.9,{breed poors},FALSE,5,1,"""up""",257000,164000,1120,0,0.321,0,43001,40.6461,-73.901405,4.3,1,"""""",0,15,9.80E+07,0,3,4,TRUE,{turtles 5167 867 1840 4595 3990 3937 4101 969 2277 2684},0,FALSE,FALSE,36578.59342,TRUE,0,2
4688,39,172,-735.6730476,225.0924539,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",749000,580000,2000,0.263,0.362,46633,50000,40.590885,-73.944665,3.3,2,"""""",26,55,3.59E+08,0,1,1,TRUE,{turtles 5775 5855 225 2954 4939 4406 1501 2181 323 9},0,FALSE,FALSE,-636090.1351,TRUE,0,2
4689,135,158,-220.2206596,537.2656787,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",1623000,1168000,8000,0.407,0.488,50000,50000,40.617285,-73.901074,2.4,2,"""""",62,90,6.57E+08,0,1,2,TRUE,{turtles 2783 972 3319 1603 2462 4060 1887 2041 86 1103},5,TRUE,FALSE,1E+12,TRUE,0,2
4690,19,349,-312.0161424,878.5750712,"""circle""","""""",9.9,{breed poors},FALSE,5,1,"""up""",372000,252000,1940,0,0,0,0,40.646149,-73.908837,6.8,2,"""""",0,0,1.18E+08,0,4,4,TRUE,{turtles 4204 2678 1094 3273 2496 4764 5402 1262 1906 3678},0,FALSE,FALSE,-55931.42755,TRUE,0,2
4691,135,305,-764.5963699,74.13778011,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",1683000,1146000,6240,0.587,0.587,50000,50000,40.578119,-73.947111,0.8,2,"""""",125,153,6.78E+08,0,1,2,TRUE,{turtles 1933 525 827 1789 3006 376 4748 4699 5009 457},6,TRUE,FALSE,1E+12,TRUE,0,2
4692,39,70,-676.4665576,90.12483314,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",680000,425000,3050,0.488,0.587,50000,50000,40.579471,-73.939658,1.6,2,"""""",93,122,3.35E+08,0,1,1,TRUE,{turtles 2068 4510 3357 5442 1403 4412 3390 4928 2135 1380},0,FALSE,FALSE,-692915.4742,TRUE,0,2
4693,29,210,-82.87626546,789.0854134,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",537000,335000,4167,0.532,0.672,50000,50000,40.638581,-73.889459,2.5,1,"""""",58,86,2.86E+08,0,1,1,TRUE,{turtles 2369 1268 3941 4779 5556 3784 3551 3553 4429 2727},0,FALSE,FALSE,-810683.9305,TRUE,0,2
4694,135,155,-731.7945318,77.3777598,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",2599000,1709000,8000,0.488,0.587,50000,50000,40.578393,-73.944337,1.6,2,"""""",93,122,9.91E+08,0,1,2,TRUE,{turtles 2063 3855 1023 3261 1518 1868 4716 3847 4522 4552},3,TRUE,FALSE,1E+12,TRUE,0,2
4695,19,96,-112.0124331,810.2753535,"""circle""","""""",9.9,{breed poors},FALSE,5,1,"""up""",387000,274000,2600,0.314,0.407,50000,50000,40.640373,-73.891923,3,2,"""""",38,67,1.21E+08,0,4,4,TRUE,{turtles 146 5331 4659 2741 1846 2274 1566 2570 2846 3253},0,FALSE,FALSE,-23697.75406,TRUE,0,2
4696,29,80,-541.2269677,577.4816309,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",499000,368000,2200,0,0,0,0,40.620686,-73.928221,5,2,"""""",0,0,2.73E+08,0,1,1,TRUE,{turtles 3694 1401 498 943 2828 4803 5286 5794 1395 5110},0,FALSE,FALSE,-841979.0448,TRUE,0,2
4697,59,192,-265.4266535,457.6969806,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",1164000,735000,6592,0.321,0.471,43001,50000,40.610556,-73.904897,3.5,1,"""""",18,47,5.00E+08,0,1,1,TRUE,{turtles 1405 5584 2435 1046 2734 2112 5505 5718 4870 1444},0,FALSE,FALSE,-294314.5451,TRUE,0,2
4698,29,73,-206.9532976,530.8211936,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",545000,371000,2450,0.449,0.524,50000,50000,40.61674,-73.899952,2.1,2,"""""",73,102,2.89E+08,0,1,1,TRUE,{turtles 3241 1747 3051 4199 4932 4786 1740 4521 2942 4420},0,FALSE,FALSE,-804095.4854,TRUE,0,2
4699,139,266,-770.4377931,81.3863478,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",2682000,1745000,6240,0.587,0.587,50000,50000,40.578732,-73.947605,0.6,2.75,"""""",132,161,1.02E+09,0,2,2,TRUE,{turtles 4748 3895 827 2972 2659 3138 2423 5136 4691 525},0,FALSE,FALSE,-3748496.584,TRUE,0,2
4700,39,88,-353.3554452,454.409702,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",643000,422000,2100,0.407,0.488,50000,50000,40.610278,-73.912333,2.4,2,"""""",62,90,3.22E+08,0,1,1,TRUE,{turtles 1002 3259 5365 3318 1638 1463 218 540 4166 1024},0,FALSE,FALSE,-723387.0328,TRUE,0,2
4701,39,274,-822.3957155,177.3204907,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",743000,496000,3705,0,0.152,0,32317,40.586845,-73.951999,4.4,2,"""""",0,12,3.56E+08,0,1,1,TRUE,{turtles 2051 3916 1757 1480 3024 5164 2747 4421 5311 3040},0,FALSE,FALSE,-641031.469,TRUE,0,2
4702,39,294,-821.0122205,209.4246689,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",732000,565000,1800,0.152,0.263,3172,46633,40.58956,-73.951882,3.9,2,"""""",2,31,3.53E+08,0,1,1,TRUE,{turtles 856 210 4266 178 3639 1082 5678 3115 5095 2897},0,FALSE,FALSE,-650090.581,TRUE,0,2
4703,29,325,-230.1416193,737.730553,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",451000,331000,2000,0.314,0.449,50000,50000,40.634238,-73.901913,2.8,2,"""""",46,75,2.57E+08,0,1,1,TRUE,{turtles 1442 3918 4280 4427 2336 3897 2943 4382 3967 1177},0,FALSE,FALSE,-881509.7154,TRUE,0,2
4704,29,269,-249.1321572,781.5175776,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",426000,257000,2492,0,0.209,0,43001,40.637941,-73.903519,4.2,2,"""""",0,19,2.48E+08,0,1,1,TRUE,{turtles 5603 1288 4586 2141 3407 5813 655 3732 3726 3163},0,FALSE,FALSE,-902098.6064,TRUE,0,2
4705,119,299,-251.5562295,397.3789647,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",2383000,1833000,4800,0.587,0.587,50000,50000,40.605455,-73.903724,0.1,3,"""""",152,181,9.17E+08,0,2,2,TRUE,{turtles 3858 5366 3595 2949 5652 885 3281 3195 2658 3007},1,FALSE,FALSE,-3523043.707,TRUE,0,2
4706,79,25,-798.5097339,71.54816132,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",1449000,978000,3000,0.557,0.587,50000,50000,40.5779,-73.949979,1,2,"""""",117,145,5.98E+08,0,1,1,TRUE,{turtles 3917 4606 1571 1003 668 843 3296 488 2019 3044},0,FALSE,FALSE,-59601.18814,TRUE,0,2
4707,29,256,-675.6742998,568.7786198,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",578000,435000,1817,0,0,0,0,40.61995,-73.939591,6,2,"""""",0,0,3.00E+08,0,1,1,TRUE,{turtles 1622 4577 1645 1385 3601 5816 5812 1879 3308 2415},0,FALSE,FALSE,-776918.1493,TRUE,0,2
4708,79,191,-821.9463752,112.3198764,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",1510000,1026000,5252,0.587,0.587,50000,50000,40.581348,-73.951961,0.4,1.75,"""""",140,169,6.19E+08,0,1,1,TRUE,{turtles 5165 4578 4336 754 416 2327 3913 606 846 3522},0,FALSE,FALSE,-9364.294182,TRUE,0,2
4709,29,212,-290.9799239,825.3992003,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",494000,307000,2915,0,0,0,0,40.641652,-73.907058,5.7,2.5,"""""",0,0,2.71E+08,0,1,1,TRUE,{turtles 5248 4135 5755 5508 5469 4162 3165 2564 392 4002},0,FALSE,FALSE,-846096.823,TRUE,0,2
4710,39,177,-876.4466174,225.3998972,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",760000,323000,2500,0,0,0,0,40.590911,-73.95657,4.7,2,"""""",0,0,3.62E+08,0,1,1,TRUE,{turtles 4175 2576 1264 2340 3179 4713 1987 4127 3131 620},0,FALSE,FALSE,-627031.0231,TRUE,0,2
4711,59,124,-249.2385798,529.189379,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",1184000,615000,10000,0.449,0.524,50000,50000,40.616602,-73.903528,2.1,2,"""""",73,102,5.07E+08,0,1,1,TRUE,{turtles 482 1027 3985 1295 4126 3701 1957 3631 679 1194},0,FALSE,FALSE,-277843.4324,TRUE,0,2
4712,19,25,-109.2099689,799.7276824,"""circle""","""""",9.9,{breed poors},FALSE,5,1,"""up""",387000,242000,2600,0.314,0.407,50000,50000,40.639481,-73.891686,3,2,"""""",38,67,1.21E+08,0,4,4,TRUE,{turtles 476 4523 2027 1421 3253 2570 976 1846 1558 2741},0,FALSE,FALSE,-23697.75406,TRUE,0,2
4713,39,139,-876.3401947,215.644484,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",626000,441000,2520,0,0,0,0,40.590086,-73.956561,5,2,"""""",0,0,3.16E+08,0,1,1,TRUE,{turtles 3179 1617 4710 4175 620 2576 2340 1264 4127 375},0,FALSE,FALSE,-737387.4787,TRUE,0,2
4714,39,321,-654.7090298,454.5752484,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",639000,494000,1808,0,0.152,0,20624,40.610292,-73.937818,4.5,2,"""""",0,8,3.21E+08,0,1,1,TRUE,{turtles 1665 2600 4233 646 1585 4766 723 3415 5462 4072},0,FALSE,FALSE,-726681.2554,TRUE,0,2
4715,29,353,-410.7763989,793.4487437,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",429000,279000,1800,0,0.263,0,46633,40.63895,-73.917189,4,2,"""""",0,27,2.49E+08,0,1,1,TRUE,{turtles 4356 3345 3430 139 641 1908 758 1210 2855 658},0,FALSE,FALSE,-899627.9395,TRUE,0,2
4716,69,242,-724.7233353,75.45032663,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",1349000,890000,3888,0.632,0.732,50000,50000,40.57823,-73.943739,1.9,1,"""""",81,110,5.64E+08,0,1,1,TRUE,{turtles 3847 4522 1868 3739 3503 2453 5444 2063 1518 4694},0,FALSE,FALSE,-141956.752,TRUE,0,2
4717,29,4,-10.44971236,820.8466741,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",485000,277000,3840,0.524,0.587,50000,50000,40.641267,-73.883334,1.4,2,"""""",101,130,2.68E+08,0,1,1,TRUE,{turtles 2098 3666 2819 458 3242 5428 699 38 4898 3129},0,FALSE,FALSE,-853508.8237,TRUE,0,2
4718,29,251,-221.5923299,729.0984903,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",597000,475000,3000,0.314,0.449,50000,50000,40.633508,-73.90119,2.8,2,"""""",46,75,3.07E+08,0,1,1,TRUE,{turtles 5195 4338 3897 3967 5381 2943 2336 1996 5630 5367},0,FALSE,FALSE,-761270.5922,TRUE,0,2
4719,39,122,-384.1470769,572.5034139,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",629000,412000,3820,0.532,0.632,50000,50000,40.620265,-73.914937,2.7,1,"""""",50,78,3.18E+08,0,1,1,TRUE,{turtles 2931 3979 720 560 2078 2619 3857 800 1374 109},0,FALSE,FALSE,-734916.8118,TRUE,0,2
4720,29,12,-583.3585283,652.3440811,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",533000,328000,2500,0,0,0,0,40.627017,-73.931784,6,2,"""""",0,0,2.85E+08,0,1,1,TRUE,{turtles 1550 2033 5817 1330 4625 897 2146 3713 1941 1135},0,FALSE,FALSE,-813978.1531,TRUE,0,2
4721,29,352,-569.9019704,678.5950114,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",505000,342000,2233,0,0,0,0,40.629237,-73.930646,6.2,1,"""""",0,0,2.75E+08,0,1,1,TRUE,{turtles 5809 5570 3579 3826 2355 1373 5805 2172 3667 3412},0,FALSE,FALSE,-837037.7109,TRUE,0,2
4722,59,343,-270.7004891,411.8288011,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",1088000,735000,3800,0.557,0.587,50000,50000,40.606677,-73.905343,1.1,2,"""""",113,141,4.74E+08,0,1,1,TRUE,{turtles 2726 1845 3083 2853 2532 2638 5217 2504 5629 4949},0,FALSE,FALSE,-356904.7737,TRUE,0,2
4723,29,318,-482.8009108,510.9319752,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",476000,326000,1800,0.263,0.407,46633,50000,40.615058,-73.92328,3.1,2,"""""",34,63,2.65E+08,0,1,1,TRUE,{turtles 1575 2974 1179 115 4854 2925 240 4736 440 592},0,FALSE,FALSE,-860920.8245,TRUE,0,2
4724,59,348,-268.1108703,435.561061,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",1187000,820000,3750,0,0.152,0,20624,40.608684,-73.905124,4.5,2,"""""",0,8,5.08E+08,0,1,1,TRUE,{turtles 4680 3890 4092 314 694 1317 1515 4350 5123 5713},0,FALSE,FALSE,-275372.7654,TRUE,0,2
4725,39,172,-599.180035,591.624024,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",750000,449000,5466,0,0.152,0,7207,40.621882,-73.933122,4.6,2,"""""",0,4,3.59E+08,0,1,1,TRUE,{turtles 2981 273 1750 599 1041 301 3614 4252 2081 3952},0,FALSE,FALSE,-635266.5795,TRUE,0,2
4726,39,262,-621.386903,491.9532621,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",631000,470000,1573,0,0,0,0,40.613453,-73.935,4.9,2,"""""",0,0,3.18E+08,0,1,1,TRUE,{turtles 3562 394 148 2967 3038 1477 2316 3311 832 1594},0,FALSE,FALSE,-733269.7005,TRUE,0,2
4727,29,312,-519.8714812,538.3772046,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",450000,310000,2300,0,0.152,0,32317,40.617379,-73.926415,4.4,2,"""""",0,12,2.56E+08,0,1,1,TRUE,{turtles 3727 837 3094 2287 1067 2088 692 4414 3715 3011},0,FALSE,FALSE,-882333.2711,TRUE,0,2
4728,29,261,-669.8092271,577.245136,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",520000,367000,1833,0,0,0,0,40.620666,-73.939095,5.8,2,"""""",0,0,2.80E+08,0,1,1,TRUE,{turtles 2104 3601 1879 2880 4924 5084 4577 282 1622 5128},0,FALSE,FALSE,-824684.3764,TRUE,0,2
4729,39,179,-391.8449848,407.9148111,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",633000,432000,1800,0.587,0.587,50000,50000,40.606346,-73.915588,0.5,2,"""""",136,165,3.19E+08,0,1,1,TRUE,{turtles 73 2346 274 1890 271 3863 493 3659 2791 2522},0,FALSE,FALSE,-731622.5892,TRUE,0,2
4730,39,225,-678.1811454,554.7426494,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",651000,465000,2227,0,0,0,0,40.618763,-73.939803,6,2,"""""",0,0,3.25E+08,0,1,1,TRUE,{turtles 67 3724 154 5183 5243 2017 4574 1198 1970 4819},0,FALSE,FALSE,-716798.5877,TRUE,0,2
4731,135,192,-831.8436854,47.15371576,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",2096000,1407000,6000,0.557,0.587,50000,50000,40.575837,-73.952798,1.1,2.75,"""""",113,141,8.19E+08,0,1,2,TRUE,{turtles 1917 3290 2393 4859 112 3780 3519 1150 130 5389},3,TRUE,FALSE,1E+12,TRUE,0,2
4732,39,106,-556.0433712,652.6633492,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",638000,489000,2200,0,0,0,0,40.627044,-73.929474,5.8,2,"""""",0,0,3.21E+08,0,1,1,TRUE,{turtles 2162 1698 4214 3969 367 3016 1079 683 1402 1952},0,FALSE,FALSE,-727504.811,TRUE,0,2
4733,39,138,-684.9685481,502.6783044,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",627000,455000,2000,0,0,0,0,40.61436,-73.940377,5.7,2.5,"""""",0,0,3.17E+08,0,1,1,TRUE,{turtles 4840 518 3456 1949 726 2581 2127 2175 1397 137},0,FALSE,FALSE,-736563.923,TRUE,0,2
4734,39,95,-544.4905969,486.9632204,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",606000,414000,3000,0,0.209,0,43001,40.613031,-73.928497,4.3,2,"""""",0,15,3.10E+08,0,1,1,TRUE,{turtles 1587 3797 2759 3968 551 2386 2341 5401 3404 2052},0,FALSE,FALSE,-753858.5915,TRUE,0,2
4735,29,275,-297.8146256,864.7282967,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",424000,237000,3000,0,0,0,0,40.644978,-73.907636,6.4,1,"""""",0,0,2.47E+08,0,1,1,TRUE,{turtles 848 2731 1111 2537 3665 4324 4647 3527 1995 3753},0,FALSE,FALSE,-903745.7177,TRUE,0,2
4736,29,183,-483.29755,515.5909241,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",476000,326000,1800,0.263,0.362,46633,50000,40.615452,-73.923322,3.2,2,"""""",30,59,2.65E+08,0,1,1,TRUE,{turtles 4854 1179 2974 4723 1575 240 2675 2925 5668 989},0,FALSE,FALSE,-860920.8245,TRUE,0,2
4737,29,281,-590.8672404,618.2769955,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",520000,349000,2300,0,0.152,0,7207,40.624136,-73.932419,4.6,2.5,"""""",0,4,2.80E+08,0,1,1,TRUE,{turtles 909 2475 386 3133 1490 5427 1534 1867 2421 2913},0,FALSE,FALSE,-824684.3764,TRUE,0,2
4738,135,2,-242.1792081,453.2981761,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",2646000,1810000,21559,0.587,0.587,50000,50000,40.610184,-73.902931,0.9,3,"""""",121,149,1.01E+09,0,1,2,TRUE,{turtles 3255 4512 2219 643 5679 4223 1672 2419 1599 3789},10,TRUE,FALSE,1E+12,TRUE,0,2
4739,39,293,-634.6897393,483.4157974,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",620000,470000,1573,0,0,0,0,40.612731,-73.936125,4.7,2,"""""",0,0,3.14E+08,0,1,1,TRUE,{turtles 838 2674 1980 5727 810 4813 2199 2139 3196 5242},0,FALSE,FALSE,-742328.8125,TRUE,0,2
4740,29,103,-583.8551676,417.0080387,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",540000,420000,2000,0.209,0.314,43001,50000,40.607115,-73.931826,3.5,2,"""""",18,47,2.87E+08,0,1,1,TRUE,{turtles 5731 2155 5287 2420 4573 468 3048 5146 4641 2871},0,FALSE,FALSE,-808213.2636,TRUE,0,2
4741,29,345,-585.3450852,566.0116298,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",445000,323000,1900,0,0,0,0,40.619716,-73.931952,5.2,2,"""""",0,0,2.55E+08,0,1,1,TRUE,{turtles 1591 53 2857 2048 2568 4347 3047 739 1647 4227},0,FALSE,FALSE,-886451.0493,TRUE,0,2
4742,49,305,-355.3065278,505.090552,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",888000,592000,4950,0.471,0.586,50000,50000,40.614564,-73.912498,2.9,1,"""""",42,71,4.06E+08,0,1,1,TRUE,{turtles 4938 4058 3128 3408 1060 4850 1583 5811 815 5693},0,FALSE,FALSE,-521615.9014,TRUE,0,2
4743,39,261,-745.6294815,214.5093086,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",735000,564000,2000,0.263,0.407,46633,50000,40.58999,-73.945507,3.1,2,"""""",34,63,3.54E+08,0,1,1,TRUE,{turtles 3833 5323 2662 1811 3250 4672 2898 1407 5590 9},0,FALSE,FALSE,-647619.9141,TRUE,0,2
4744,29,209,-503.2104178,549.646185,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",416000,271000,3000,0,0.152,0,20624,40.618332,-73.925006,4.5,2,"""""",0,8,2.45E+08,0,1,1,TRUE,{turtles 1595 4436 1764 5159 2560 4451 5503 4236 2066 174},0,FALSE,FALSE,-910334.1628,TRUE,0,2
4745,99,315,-244.0002185,412.3017908,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",1848000,1168000,5670,0.524,0.587,50000,50000,40.606717,-73.903085,1.4,2,"""""",101,130,7.34E+08,0,2,2,TRUE,{turtles 3340 3748 2969 2272 1204 4365 1984 4464 882 336},2,FALSE,FALSE,-3119641.402,TRUE,0,2
4746,29,212,-557.0366496,529.0829563,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",569000,380000,2438,0,0.209,0,43001,40.616593,-73.929558,4.2,2.5,"""""",0,19,2.97E+08,0,1,1,TRUE,{turtles 1197 5842 2518 4357 519 898 1816 3186 5587 4830},0,FALSE,FALSE,-784330.1501,TRUE,0,2
4747,39,199,-550.2137727,662.6197831,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",607000,418000,2000,0,0,0,0,40.627886,-73.928981,5.7,2,"""""",0,0,3.10E+08,0,1,1,TRUE,{turtles 4534 1079 3865 537 3969 5578 3607 5409 4419 4732},0,FALSE,FALSE,-753035.0358,TRUE,0,2
4748,139,255,-770.0594013,79.43526514,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",2720000,2039000,6240,0.587,0.587,50000,50000,40.578567,-73.947573,0.7,2.5,"""""",128,157,1.03E+09,0,2,2,TRUE,{turtles 827 4699 3895 2972 2423 4691 3138 5136 2659 525},0,FALSE,FALSE,-3777149.458,TRUE,0,2
4749,19,7,-251.1896625,865.4614308,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",394000,174000,3503,0,0,0,0,40.64504,-73.903693,6.3,2,"""""",0,0,2.37E+08,0,1,1,TRUE,{turtles 1013 1620 2966 4306 4975 1524 4665 1951 4472 304},0,FALSE,FALSE,-928452.3868,TRUE,0,2
4750,59,38,-722.6894794,88.30382266,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",1089000,771000,3000,0.557,0.587,50000,50000,40.579317,-73.943567,1,2,"""""",117,145,4.75E+08,0,1,1,TRUE,{turtles 1838 3605 5444 2453 1695 1868 1681 3940 3539 2604},0,FALSE,FALSE,-356081.218,TRUE,0,2
4751,49,171,-336.5997838,488.3230659,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",960000,635000,5100,0.532,0.672,50000,50000,40.613146,-73.910916,2.5,1,"""""",58,86,4.31E+08,0,1,1,TRUE,{turtles 4359 5436 4622 5309 2627 1955 3770 3836 600 3074},0,FALSE,FALSE,-462319.8954,TRUE,0,2
4752,39,162,-687.5699916,470.8933942,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",794000,558000,3100,0,0,0,0,40.611672,-73.940597,4.8,2,"""""",0,0,3.74E+08,0,1,1,TRUE,{turtles 5271 3321 1609 1131 4906 3475 260 3706 2587 5211},0,FALSE,FALSE,-599030.1314,TRUE,0,2
4753,29,226,-108.3349379,783.3622376,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",474000,294000,4000,0.471,0.586,50000,50000,40.638097,-73.891612,3,1,"""""",38,67,2.65E+08,0,1,1,TRUE,{turtles 5515 2879 5470 4992 4000 2820 3314 1892 2160 2028},0,FALSE,FALSE,-862567.9357,TRUE,0,2
4754,29,59,-552.4722987,683.6914758,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",526000,410000,1800,0,0,0,0,40.629668,-73.929172,6.1,2,"""""",0,0,2.82E+08,0,1,1,TRUE,{turtles 4157 1894 3831 1648 5196 5181 3010 3252 343 4681},0,FALSE,FALSE,-819743.0425,TRUE,0,2
4755,29,206,-671.9258561,559.2124024,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",532000,383000,1378,0,0,0,0,40.619141,-73.939274,5.9,2,"""""",0,0,2.84E+08,0,1,1,TRUE,{turtles 4819 1198 3724 67 3308 4730 2415 5812 3169 4577},0,FALSE,FALSE,-814801.7087,TRUE,0,2
4756,29,259,-228.2378356,672.6589902,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",456000,331000,1701,0.488,0.587,50000,50000,40.628735,-73.901752,1.6,2,"""""",93,122,2.58E+08,0,1,1,TRUE,{turtles 1427 2876 1044 1161 1443 4831 4846 2425 1728 3906},0,FALSE,FALSE,-877391.9372,TRUE,0,2
4757,39,149,-560.4421757,449.1595159,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",655000,497000,2017,0,0.209,0,43001,40.609834,-73.929846,4.1,2,"""""",0,23,3.26E+08,0,1,1,TRUE,{turtles 4273 3452 1162 1080 2582 3231 5102 5836 2183 869},0,FALSE,FALSE,-713504.3652,TRUE,0,2
